source,target,relationship_type,weight,relationship_gender,relationship_social
Guo_Jia|Guo_Fengxiao,Sima_Yi|Sima_Zhongda,1,1,mm,official-official
Guo_Jia|Guo_Fengxiao,Xun_Chen|Xun_Youruo,2,1,mm,official-official
Guo_Jia|Guo_Fengxiao,Yuan_Shao|Yuan_Benchu,1,1,mm,official-official
Guo_Jia|Guo_Fengxiao,Zhang_Liao|Zhang_Wenyuan,1,20,mm,official-official
Guo_Ziyi,Li_Guangbi,1,22,mm,official-official
Hai_Rui|Hai_Ruxian,Wang_Yongji,1,1,mm,official-official
Han_Fei_(280-233_BCE),King_of_Han|Ji_An,1,1,mm,official-official
Han_Fei_(280-233_BCE),Yao_Jia_(Warring_States),1,1,mm,official-official
Han_Qi|Han_Zhigui,Di_Qing|Di_Hanchen,1,1,mm,official-official
Han_Qi|Han_Zhigui,Di_Yong_(Song_Dynasty),1,1,mm,official-official
Han_Qi|Han_Zhigui,Emperor_Yingzong_of_Song|Zhao_Shu,1,3,mm,official-monarch
Han_Qi|Han_Zhigui,Fu_Bi|Fu_Yanguo,1,5,mm,official-official
Han_Xin_(230-196_BCE),Bai_Qi|Gongsun_Qi,1,2,mm,official-official
Han_Xin_(230-196_BCE),Chen_Yu_(-205_BCE),1,1,mm,official-monarch
Han_Xin_(230-196_BCE),Empress_Dowager_Lu_of_Han|Lu_Zhi,1,1,fm,other
Han_Yu|Han_Tuizhi,Li_He|Li_Changji,1,1,mm,official-official
He_Shen|Niohuru_Zhizhai,Ji_Yun|Ji_Xiaolan,1,2,mm,official-official
Hu_Zongxian,Luo_Longwen,1,1,mm,official-official
Hu_Zongxian,Zhao_Zhenji,1,4,mm,official-official
Hu_Zongxian,Zheng_Michang,1,2,mm,official-official
Huan_Wen|Huan_Yuanzi,Wang_Xun|Wang_Yuanlin,2,1,mm,official-official
Huan_Wen|Huan_Yuanzi,Xie_An|Xie_Anshi,1,2,mm,official-official
Huan_Wen|Huan_Yuanzi,Xie_Shang|Xie_Renzu,2,2,mm,official-official
Huan_Wen|Huan_Yuanzi,Xie_Yi|Xie_Wuyi,1,1,mm,official-official
Huo_Guang|Huo_Zimeng,Crown_Prince_of_Han|Liu_Ju,1,2,mm,official-prince
Huo_Guang|Huo_Zimeng,Emperor_Xuan_of_Han|Liu_Xun,1,4,mm,official-monarch
Huo_Guang|Huo_Zimeng,Emperor_Zhao_of_Han|Liu_Fuling,1,1,mm,official-monarch
Huo_Guang|Huo_Zimeng,Huo_Xian_(-66_BCE),1,1,fm,other
Huo_Guang|Huo_Zimeng,Sang_Hongyang,1,1,mm,official-official
Huo_Qubing,Cao_Xiang_(-115_BCE),1,1,mm,official-prince
Huo_Qubing,Han_Yue_(-91_BCE),1,1,mm,official-official
Huo_Qubing,Yuan_Mei|Yuan_Zicai,1,1,mm,official-official
Huo_Qubing,Zhao_Ponu,1,4,mm,official-official
Ji_Kang|Ji_Shuye,Ruan_Ji|Ruan_Sizong,1,4,mm,official-official
Jia_Chong|Jia_Gonglu,Sima_Yan|Sima_Anshi,1,1,mm,official-monarch
Jia_Chong|Jia_Gonglu,Xun_Xu|Xun_Gongzeng,1,1,mm,official-official
Jia_Xu|Jia_Wenhe,Hua_Tuo|Hua_Yuanhua,1,1,mm,other
Jia_Xu|Jia_Wenhe,Lu_Bu|Lu_Fengxian,1,1,mm,official-official
Jia_Xu|Jia_Wenhe,Xun_Chen|Xun_Youruo,2,1,mm,official-official
Jia_Xu|Jia_Wenhe,Zhang_Xiu_(-207_CE),1,34,mm,official-official
Jiang_Wan|Jiang_Gongyan,Fei_Yi|Fei_Wenwei,1,2,mm,official-official
Jiang_Wei|Jiang_Boyue,Chen_Shou|Chen_Chengzuo,1,9,mm,official-official
Jiang_Wei|Jiang_Boyue,Fei_Yi|Fei_Wenwei,1,6,mm,official-official
Jiang_Wei|Jiang_Boyue,Fu_Qian_(-263_CE),1,1,mm,official-official
Jiang_Wei|Jiang_Boyue,Guan_Yinping,1,1,fm,other
Jiang_Wei|Jiang_Boyue,Sima_Zhao|Sima_Zishang,1,1,mm,official-official
Jiang_Wei|Jiang_Boyue,Xiahou_Ba|Xiahou_Zhongquan,1,3,mm,official-official
Jiang_Wei|Jiang_Boyue,Zhang_Ni|Zhang_Boqi,1,1,mm,official-official
Jiang_Wei|Jiang_Boyue,Zhang_Yi|Zhang_Bogong,1,8,mm,official-official
Jiang_Wei|Jiang_Boyue,Zhuge_Dan|Zhuge_Gongxiu,1,1,mm,official-official
Jiang_Wei|Jiang_Boyue,Zhuge_Zhan|Zhuge_Siyuan,1,2,mm,official-official
King_Huai_of_Chu|Mi_Huai,Chen_Zhen_(Warring_States),1,1,mm,official-monarch
King_Huiwen_of_Qin|Ying_Si,Prince_of_Qin|Ying_Qian,1,1,mm,monarch-prince
King_Huiwen_of_Qin|Ying_Si,Queen_Dowager_Mi_of_Qin|Mi_Yue,1,1,fm,other
King_Huiwen_of_Qin|Ying_Si,Ying_Hua_(Warring_States),1,1,mm,official-monarch
King_of_Wu|Fuchai,Gan_Jiang_(Spring_and_Autumn),1,1,mm,other
King_of_Wu|Fuchai,Shi_Yiguang|Xi_Shi,1,3,fm,other
King_of_Wu|Fuchai,Wu_Yuan|Wu_Zixu,1,1,mm,official-monarch
King_of_Wu|Ji_Guang|Helu,King_of_Wu|Ji_Liao,1,1,mm,monarch-monarch
King_of_Wu|Ji_Guang|Helu,King_of_Yue|Yunchang,1,2,mm,monarch-monarch
King_of_Yue|Goujian,Duanmu_Ci|Duanmu_Zigong,1,1,mm,other
King_of_Yue|Goujian,Fan_Li|Fan_Shaobo,1,6,mm,official-monarch
King_of_Yue|Goujian,Gan_Jiang_(Spring_and_Autumn),1,1,mm,other
King_Wen_of_Zhou|Ji_Chang,Jiang_Ziya,1,2,mm,official-monarch
King_Wu_of_Zhou|Ji_Fa,Bo_Yikao,1,5,mm,other
King_Wu_of_Zhou|Ji_Fa,Duke_Wen_of_Zhou|Ji_Dan,1,14,mm,official-monarch
King_Wu_of_Zhou|Ji_Fa,Jiang_Ziya,1,1,mm,official-monarch
King_Wu_of_Zhou|Ji_Fa,King_Wen_of_Zhou|Ji_Chang,1,4,mm,monarch-monarch
King_Wu_of_Zhou|Ji_Fa,King_Zhou_of_Shang|Zi_Shou|Dixin,1,2,mm,monarch-monarch
King_Zhaoxiang_of_Qin|Ying_Ji,Fan_Ju|Ji_Shu,1,2,mm,official-monarch
King_Zhaoxiang_of_Qin|Ying_Ji,King_Huiwen_of_Zhao|Ying_He,1,2,mm,monarch-monarch
King_Zhaoxiang_of_Qin|Ying_Ji,King_Wuling_of_Zhao|Ying_Yong,1,4,mm,monarch-monarch
King_Zhaoxiang_of_Qin|Ying_Ji,Xiang_Shou_(Warring_States),1,1,mm,official-monarch
Kublai_Khan,Bayan_of_the_Baarin|Hundred_Eyes,1,2,mm,official-monarch
Kublai_Khan,Wen_Tianxiang,1,1,mm,official-monarch
Lady_Xun|Chen_Qun_s_Wife,Chen_Qun|Chen_Changwen,1,1,fm,other
Lai_Junchen,Di_Renjie|Di_Huaiying,1,1,mm,official-official
Last_Lord_of_Tang|Li_Yu,Crown_Prince_of_Tang|Li_Hongji_(-959_CE),1,2,mm,monarch-prince
Last_Lord_of_Tang|Li_Yu,Du_Fu|Du_Zimei,1,1,mm,official-monarch
Last_Lord_of_Tang|Li_Yu,Elder_Lady_Zhou_of_Tang|Zhou_E_huang,1,1,fm,other
Last_Lord_of_Tang|Li_Yu,Emperor_Shizong_of_Zhou|Chai_Rong,1,1,mm,monarch-monarch
Last_Lord_of_Tang|Li_Yu,Emperor_Taizong_of_Song|Zhao_Guangyi,1,6,mm,monarch-monarch
Last_Lord_of_Tang|Li_Yu,King_Zhongyi_of_Wuyue|Qian_Chu,1,4,mm,monarch-monarch
Last_Lord_of_Tang|Li_Yu,Younger_Lady_Zhou_of_Tang_(950-978_CE),1,1,fm,other
Li_Bai|Li_Taibai,Emperor_Xuanzong_of_Tang|Li_Longji,1,1,mm,official-monarch
Li_Bai|Li_Taibai,Gao_Shi|Gao_Dafu,1,3,mm,official-official
Li_Bai|Li_Taibai,Guo_Ziyi,1,1,mm,official-official
Li_Bai|Li_Taibai,Meng_Haoran,1,2,mm,other
Li_Bai|Li_Taibai,Wang_Lun|Wang_Fenglin,1,1,mm,other
Li_Bai|Li_Taibai,Wang_Wei|Wang_Mojie,1,3,mm,official-official
Li_Bai|Li_Taibai,Wu_Zhinan,1,1,mm,other
Li_Bai|Li_Taibai,Yuan_Danqiu,1,1,mm,other
Li_Bai|Li_Taibai,Zhuangzi|Zhuang_Zhou,1,1,mm,other
Li_Jiancheng,Chang_He|Chang_Dalai,1,1,mm,official-prince
Li_Jiancheng,Li_Yuanji,1,1,mm,prince-prince
Li_Ru|Li_Wenyou,Emperor_Shao_of_Han|Liu_Bian,1,1,mm,official-monarch
Li_Shangyin,Bai_Xingjian,1,1,mm,official-official
Li_Shangyin,Du_Mu|Du_Muzhi,1,13,mm,official-official
Li_Shangyin,Linghu_Tao|Linghu_Zizhi,1,4,mm,official-official
Li_Si|Li_Tonggu,Han_Fei_(280-233_BCE),1,28,mm,official-official
Li_Si|Li_Tonggu,Li_You_(261-208_BCE),2,1,mm,official-official
Li_Si|Li_Tonggu,Lu_Buwei,1,1,mm,official-official
Li_Si|Li_Tonggu,Meng_Tian_(250-210_BCE),1,2,mm,official-official
Li_Si|Li_Tonggu,Second_Emperor_of_Qin|Qin_Ershi|Huhai,1,1,mm,official-monarch
Li_Si|Li_Tonggu,Yao_Jia_(Warring_States),2,1,mm,official-official
Li_Si|Li_Tonggu,Zhao_Gao_(258-207_BCE),1,1,mm,official-official
Li_Xiucheng,Hong_Xiuquan,1,1,mm,official-monarch
Liu_Bei|Liu_Xuande,Chen_Dao|Chen_Shuzhi,1,1,mm,official-monarch
Liu_Bei|Liu_Xuande,Chen_Deng|Chen_Yuanlong,1,1,mm,official-monarch
Liu_Bei|Liu_Xuande,Fa_Zheng|Fa_Xiaozhi,1,14,mm,official-monarch
Liu_Bei|Liu_Xuande,Gongsun_Zan|Gongsun_Bogui,1,7,mm,official-monarch
Liu_Bei|Liu_Xuande,Jiang_Wei|Jiang_Boyue,1,2,mm,official-monarch
Liu_Bei|Liu_Xuande,Liu_Feng_(192-220_CE),1,4,mm,official-monarch
Liu_Bei|Liu_Xuande,Liu_Shan|Liu_Gongsi,2,1,mm,monarch-monarch
Liu_Bei|Liu_Xuande,Lu_Bu|Lu_Fengxian,1,2,mm,official-monarch
Liu_Bei|Liu_Xuande,Ma_Chao|Ma_Mengqi,1,1,mm,official-monarch
Liu_Bei|Liu_Xuande,Mi_Zhu|Mi_Zizhong,1,1,mm,official-monarch
Liu_Bei|Liu_Xuande,Sun_Jian|Sun_Wentai,1,1,mm,official-monarch
Liu_Bei|Liu_Xuande,Sun_Shangxiang_(Three_Kingdoms),1,3,fm,other
Liu_Bei|Liu_Xuande,Wei_Yan|Wei_Wenchang,1,3,mm,official-monarch
Liu_Bei|Liu_Xuande,Xu_Shu|Xu_Yuanzhi,1,12,mm,official-monarch
Liu_Bei|Liu_Xuande,Xun_Yu|Xun_Wenruo,1,2,mm,official-monarch
Liu_Bei|Liu_Xuande,Yuan_Shao|Yuan_Benchu,1,4,mm,official-monarch
Liu_Bei|Liu_Xuande,Zhuge_Jin|Zhuge_Ziyu,1,2,mm,official-monarch
Liu_Shan|Liu_Gongsi,Sima_Zhao|Sima_Zishang,1,1,mm,official-monarch
Liu_Shan|Liu_Gongsi,Zhuge_Zhan|Zhuge_Siyuan,1,1,mm,official-monarch
Liu_Yuanjing,Emperor_Xiaowu_of_Song|Liu_Jun,1,1,mm,official-monarch
Liu_Yuxi,Han_Yu|Han_Tuizhi,1,3,mm,official-official
Liu_Yuxi,Liu_Zongyuan|Liu_Zihou,1,44,mm,official-official
Liu_Yuxi,Xue_Tao|Xue_Hongdu,1,1,fm,other
Liu_Zongyuan|Liu_Zihou,Han_Yu|Han_Tuizhi,1,10,mm,official-official
Lu_Bing|Lu_Wenfu,Zhu_Xizhong,1,1,mm,official-official
Lu_Bu|Lu_Fengxian,Diao_Chan_(Romance_of_the_Three_Kingdoms),1,3,fm,other
Lu_Bu|Lu_Fengxian,Ding_Yuan|Ding_Jianyang,1,1,mm,official-official
Lu_Bu|Lu_Fengxian,Gao_Shun_(-199_CE),1,6,mm,official-official
Lu_Bu|Lu_Fengxian,Zhang_Liao|Zhang_Wenyuan,1,8,mm,official-official
Lu_Buwei,King_Zhuangxiang_of_Qin|Ying_Yiren,1,3,mm,official-monarch
Lu_Dian|Lu_Nongshi,Wang_Pang|Wang_Yuanze,1,1,mm,official-official
Lu_Ji|Lu_Shiheng,Lu_Zhi|Lu_Zidao,1,1,mm,official-official
Lu_Kang|Lu_Youjie,Sun_Ba|Sun_Ziwei,1,1,mm,official-prince
Lu_Kang|Lu_Youjie,Sun_Deng|Sun_Zigao,1,1,mm,official-prince
Lu_Kang|Lu_Youjie,Sun_Hao|Sun_Yuanzong,1,6,mm,official-monarch
Lu_Kang|Lu_Youjie,Sun_He|Sun_Zixiao,1,2,mm,official-prince
Lu_Kang|Lu_Youjie,Sun_Xiu|Sun_Zilie,1,1,mm,official-monarch
Lu_Kang|Lu_Youjie,Wu_Yan|Wu_Shize,1,1,mm,official-official
Lu_Kang|Lu_Youjie,Yang_Hu|Yang_Shuzi,1,11,mm,official-official
Lu_Meng|Lu_Ziming,Zhu_Ran|Zhu_Yifeng,1,1,mm,official-official
Lu_Su|Lu_Zijing,Lu_Meng|Lu_Ziming,1,2,mm,official-official
Lu_Xun|Lu_Boyan,Lady_Sun|Lu_Xun_s_Wife,1,1,fm,other
Lu_Xun|Lu_Boyan,Lu_Kang|Lu_Youjie,1,3,mm,official-official
Lu_Xun|Lu_Boyan,Sun_Shangxiang_(Three_Kingdoms),1,1,fm,other
Lu_Xun|Lu_Boyan,Zhu_Ran|Zhu_Yifeng,1,2,mm,official-official
Lu_Yun|Lu_Shilong,Lu_Ji|Lu_Shiheng,1,3,mm,official-official
Lu_Yun|Lu_Shilong,Lu_Zhi|Lu_Zidao,1,1,mm,official-official
Luo_Longwen,Zheng_Michang,1,1,mm,official-official
Meng_Chong_(Ming_Dynasty),Gao_Gong|Gao_Suqing,2,1,mm,official-official
Ouyang_Xiu,Fu_Bi|Fu_Yanguo,2,1,mm,official-official
Ouyang_Xiu,Qian_Weiyan,1,3,mm,official-official
Ouyang_Xiu,Su_Shunqin|Su_Zimei,1,1,mm,official-official
Ouyang_Xiu,Yan_Shu|Yan_Tongshu,1,2,mm,official-official
Ouyang_Xiu,Zeng_Gong|Zeng_Zigu,1,1,mm,official-official
Pang_Tong|Pang_Shiyuan,Fa_Zheng|Fa_Xiaozhi,1,3,mm,official-official
Pang_Tong|Pang_Shiyuan,Liu_Bei|Liu_Xuande,1,3,mm,official-monarch
Pang_Tong|Pang_Shiyuan,Zhuge_Liang|Zhuge_Kongming,1,3,mm,official-official
Prince_Han_of_Ming|Zhu_Gaoxu,Prince_Zhou_of_Ming|Zhu_Su,1,2,mm,prince-prince
Prince_He_of_Qing|Hongzhou,Empress_Nara_of_Qing_(1718-1766),1,1,fm,other
Prince_Jing_of_Song|Zhao_Yuanyan,Emperor_Zhenzong_of_Song|Zhao_Heng,2,1,mm,monarch-prince
Prince_Lanling_of_Qi|Gao_Changgong,Gao_Xiaoyu,1,1,mm,prince-prince
Prince_Li_of_Qing|Yinreng,Emperor_Kangxi_of_Qing|Xuanye,1,9,mm,monarch-prince
Prince_Li_of_Qing|Yinreng,Prince_Zhi_of_Qing|Yinzhi,1,9,mm,prince-prince
Prince_Lian_of_Qing|Yinsi,Alingga_(-1716),1,1,mm,official-prince
Prince_Lian_of_Qing|Yinsi,Bootai_(1682-1730_CE),1,1,mm,prince-prince
Prince_Lian_of_Qing|Yinsi,Elundai_(-1726_CE),1,1,mm,official-prince
Prince_Lian_of_Qing|Yinsi,Emperor_Kangxi_of_Qing|Xuanye,1,4,mm,monarch-prince
Prince_Lian_of_Qing|Yinsi,Emperor_Qianlong_of_Qing|Hongli,1,1,mm,monarch-prince
Prince_Lian_of_Qing|Yinsi,Hongchun_(1703-1739),1,1,mm,prince-prince
Prince_Lian_of_Qing|Yinsi,Hongshi_(1704-1727),1,5,mm,prince-prince
Prince_Lian_of_Qing|Yinsi,Lady_Guoluoluo|Yinsi_s_Wife,1,6,fm,other
Prince_Lian_of_Qing|Yinsi,Longkodo_(1658-1728_CE),1,1,mm,official-prince
Prince_Lian_of_Qing|Yinsi,Nara_Kuixu,1,1,mm,official-prince
Prince_Lian_of_Qing|Yinsi,Prince_Chun_of_Qing|Yinyou,1,1,mm,prince-prince
Prince_Lian_of_Qing|Yinsi,Prince_Li_of_Qing|Yinreng,1,4,mm,prince-prince
Prince_Lian_of_Qing|Yinsi,Prince_of_Qing|Yin_e_(1683-1741),1,5,mm,prince-prince
Prince_Lian_of_Qing|Yinsi,Prince_of_Qing|Yintang_(1683-1726),1,29,mm,prince-prince
Prince_Lian_of_Qing|Yinsi,Prince_Xun_of_Qing|Yinzhen,1,66,mm,prince-prince
Prince_Ning_of_Ming|Zhu_Quan,Prince_Han_of_Ming|Zhu_Gaoxu,1,1,mm,prince-prince
Prince_of_Qing|Yintang_(1683-1726),Prince_of_Qing|Yin_e_(1683-1741),1,5,mm,prince-prince
Prince_Xun_of_Qing|Yinzhen,Hongchun_(1703-1739),1,2,mm,prince-prince
Prince_Xun_of_Qing|Yinzhen,Prince_of_Qing|Yin_e_(1683-1741),1,4,mm,prince-prince
Prince_Xun_of_Qing|Yinzhen,Prince_of_Qing|Yintang_(1683-1726),1,5,mm,prince-prince
Prince_Yi_of_Qing|Yinxiang,Prince_Li_of_Qing|Yinreng,1,2,mm,prince-prince
Prince_Yi_of_Qing|Yinxiang,Prince_Lian_of_Qing|Yinsi,1,7,mm,prince-prince
Prince_Yi_of_Qing|Yinxiang,Prince_Xun_of_Qing|Yinzhen,1,3,mm,prince-prince
Prince_Zhi_of_Qing|Yinzhi,Prince_Lian_of_Qing|Yinsi,2,2,mm,prince-prince
Princess_Yangxin_of_Han,Emperor_Wu_of_Han|Liu_Che,2,1,fm,other
Qi_Jiguang,Xu_Xiake,1,1,mm,other
Qin_Guan|Qin_Shaoyou,Liu_Yong|Liu_Qiqing,1,7,mm,official-official
Qin_Hui|Qin_Huizhi,Lai_Junchen,1,1,mm,official-official
Qin_Hui|Qin_Huizhi,Wang_Ciweng,1,1,mm,official-official
Qin_Hui|Qin_Huizhi,Wang_Guigui,1,1,fm,other
Qin_Hui|Qin_Huizhi,Wanyan_Chang,1,4,mm,official-official
Qin_Hui|Qin_Huizhi,Yang_Yuan|Yang_Yuanzhong,1,1,mm,official-official
Qin_Hui|Qin_Huizhi,Zhang_Jun|Zhang_Boying,1,1,mm,official-official
Qu_Yuan_(343-278_BCE),Chen_Zhen_(Warring_States),1,1,mm,official-official
Qu_Yuan_(343-278_BCE),King_Huai_of_Chu|Mi_Huai,1,4,mm,official-monarch
Shang_Yang|Ji_Yang,King_Huiwen_of_Qin|Ying_Si,1,3,mm,official-monarch
Shangguan_Wan_er_(Tang_Dynasty),Princess_Taiping_of_Tang|Li_Lingyue,1,1,ff,other
Shen_Shixing,Wang_Xijue,1,3,mm,official-official
Shen_Shixing,Zhang_Siwei,1,2,mm,official-official
Sima_Guang,Lady_Zhang|Sima_Guang_s_Wife,1,1,fm,other
Sima_Guang,Sima_Qian,2,1,mm,official-official
Sima_Qian,Qu_Yuan_(343-278_BCE),1,9,mm,official-official
Sima_Shi|Sima_Ziyuan,Cao_Fang|Cao_Lanqing,1,2,mm,official-monarch
Sima_Shi|Sima_Ziyuan,Shi_Bao|Shi_Zhongrong,1,1,mm,official-official
Sima_Shi|Sima_Ziyuan,Sima_Fu|Sima_Shuda,1,1,mm,official-official
Sima_Shi|Sima_Ziyuan,Sima_Gan|Sima_Ziliang,1,1,mm,official-prince
Sima_Shi|Sima_Ziyuan,Xiahou_Hui|Xiahou_Yuanrong,1,1,fm,other
Sima_Shi|Sima_Ziyuan,Xiahou_Xuan|Xiahou_Taichu,1,6,mm,official-official
Sima_Yan|Sima_Anshi,Cao_Huan|Cao_Jingming,1,1,mm,monarch-monarch
Sima_Yan|Sima_Anshi,Cao_Zhi|Cao_Yungong,1,1,mm,official-monarch
Sima_Yan|Sima_Anshi,Li_Mi|Li_Lingbo,1,1,mm,monarch-official
Sima_Yan|Sima_Anshi,Sima_You|Sima_Dayou,1,6,mm,monarch-prince
Sima_Yi|Sima_Shidu,Ji_Shao|Ji_Yanzu,1,1,mm,official-prince
Sima_Yi|Sima_Shidu,Sima_Jiong|Sima_Jingzhi,1,1,mm,prince-prince
Sima_Yi|Sima_Zhongda,Chen_Qun|Chen_Changwen,2,1,mm,official-official
Sima_Yi|Sima_Zhongda,Deng_Ai|Deng_Shizai,1,2,mm,official-official
Sima_Yi|Sima_Zhongda,Jia_Xu|Jia_Wenhe,1,3,mm,official-official
Sima_Yi|Sima_Zhongda,Li_Bai|Li_Taibai,1,1,mm,official-official
