source,target,relationship_type,weight,relationship_gender,relationship_social
Sima_Yi|Sima_Zhongda,Sima_Lang|Sima_Boda,1,1,mm,official-official
Sima_Yi|Sima_Zhongda,Sima_Zhao|Sima_Zishang,1,1,mm,official-official
Sima_Yi|Sima_Zhongda,Xun_Yu|Xun_Wenruo,1,3,mm,official-official
Sima_Yi|Sima_Zhongda,Zhang_Chunhua,1,7,fm,other
Sima_Yi|Sima_Zhongda,Zhen_Ji_(183-221_CE),1,2,fm,other
Sima_Yi|Sima_Zhongda,Zhu_Shuo|Zhu_Yancai,2,1,mm,official-official
Sima_Yi|Sima_Zhongda,Zhuge_Liang|Zhuge_Kongming,1,5,mm,official-official
Sima_Zhao|Sima_Zishang,Cao_Fang|Cao_Lanqing,1,1,mm,official-monarch
Sima_Zhao|Sima_Zishang,Cao_Mao|Cao_Yanshi,1,7,mm,official-monarch
Sima_Zhao|Sima_Zishang,Chen_Tai|Chen_Xuanbo,1,2,mm,official-official
Sima_Zhao|Sima_Zishang,Jia_Chong|Jia_Gonglu,1,2,mm,official-official
Sima_Zhao|Sima_Zishang,Ruan_Ji|Ruan_Sizong,1,1,mm,official-official
Sima_Zhao|Sima_Zishang,Wang_Yuanji,1,2,fm,other
Sima_Zhao|Sima_Zishang,Xiahou_Hui|Xiahou_Yuanrong,2,1,fm,other
Su_Shi|Su_Dongpo,Lady_Cheng|Su_Xun_s_Wife,2,1,fm,other
Su_Shi|Su_Dongpo,Tao_Yuanming,2,1,mm,official-official
Su_Shi|Su_Dongpo,Wang_Anshi,1,6,mm,official-official
Su_Shi|Su_Dongpo,Wang_Shi|Wang_Zili,1,1,mm,other
Su_Shi|Su_Dongpo,Wang_Yu|Wang_Zimin,1,1,mm,official-official
Su_Shi|Su_Dongpo,Yang_Shen|Yang_Yongxiu,1,1,mm,official-official
Su_Shi|Su_Dongpo,Zhang_Dun|Zhang_Zihou,1,2,mm,official-official
Su_Shi|Su_Dongpo,Zhu_Rangxu,1,1,mm,official-prince
Su_Zhe|Su_Ziyou,Fan_Zhongyan,1,1,mm,official-official
Su_Zhe|Su_Ziyou,Lady_Cheng|Su_Xun_s_Wife,2,1,fm,other
Su_Zhe|Su_Ziyou,Zhang_Dun|Zhang_Zihou,1,1,mm,official-official
Sun_Ce|Sun_Bofu,Elder_Lady_Qiao_(Three_Kingdoms),1,2,fm,other
Sun_Ce|Sun_Bofu,Guo_Jia|Guo_Fengxiao,1,2,mm,official-monarch
Sun_Ce|Sun_Bofu,Lu_Fan|Lu_Ziheng,1,1,mm,official-monarch
Sun_Ce|Sun_Bofu,Lu_Xun|Lu_Boyan,1,3,mm,official-monarch
Sun_Ce|Sun_Bofu,Sun_Jian|Sun_Wentai,1,1,mm,official-monarch
Sun_Ce|Sun_Bofu,Taishi_Ci|Taishi_Ziyi,1,12,mm,official-monarch
Sun_Ce|Sun_Bofu,Xun_Yu|Xun_Wenruo,1,1,mm,official-monarch
Sun_Ce|Sun_Bofu,Yu_Fan|Yu_Zhongxiang,1,3,mm,official-monarch
Sun_Ce|Sun_Bofu,Yuan_Shu|Yuan_Gonglu,1,4,mm,monarch-monarch
Sun_Ce|Sun_Bofu,Zhang_Zhao|Zhang_Zibu,1,3,mm,official-monarch
Sun_Ce|Sun_Bofu,Zhuge_Liang|Zhuge_Kongming,1,1,mm,official-monarch
Sun_Hao|Sun_Yuanzong,Sima_Yan|Sima_Anshi,1,1,mm,monarch-monarch
Sun_Quan|Sun_Zhongmou,Emperor_Xuanzhao_of_Qin|Fu_Jian,1,1,mm,monarch-monarch
Sun_Quan|Sun_Zhongmou,Ling_Tong|Ling_Gongji,1,5,mm,official-monarch
Sun_Quan|Sun_Zhongmou,Liu_Bei|Liu_Xuande,1,1,mm,monarch-monarch
Sun_Quan|Sun_Zhongmou,Lu_Kang|Lu_Youjie,1,5,mm,official-monarch
Sun_Quan|Sun_Zhongmou,Lu_Meng|Lu_Ziming,1,2,mm,official-monarch
Sun_Quan|Sun_Zhongmou,Lu_Su|Lu_Zijing,1,8,mm,official-monarch
Sun_Quan|Sun_Zhongmou,Pan_Zhang|Pan_Wengui,1,1,mm,official-monarch
Sun_Quan|Sun_Zhongmou,Sun_Luban,1,2,fm,other
Sun_Quan|Sun_Zhongmou,Sun_Shangxiang_(Three_Kingdoms),1,3,fm,other
Sun_Quan|Sun_Zhongmou,Yu_Jin|Yu_Wenze,1,7,mm,official-monarch
Sun_Quan|Sun_Zhongmou,Zhang_Liao|Zhang_Wenyuan,1,3,mm,official-monarch
Sun_Quan|Sun_Zhongmou,Zhou_Tai|Zhou_Youping,1,3,mm,official-monarch
Sun_Quan|Sun_Zhongmou,Zhu_Ran|Zhu_Yifeng,1,4,mm,official-monarch
Sun_Quan|Sun_Zhongmou,Zhuge_Jin|Zhuge_Ziyu,1,2,mm,official-monarch
Sun_Quan|Sun_Zhongmou,Zhuge_Liang|Zhuge_Kongming,1,1,mm,official-monarch
Sun_Shangxiang_(Three_Kingdoms),Bu_Lianshi,1,1,ff,other
Tang_Sanzang|Tripitaka,Qu_Wentai,1,1,mm,other
Tang_Xianzu,Feng_Menglong,1,18,mm,official-official
Tang_Yin|Tang_Bohu,Chen_Chun|Chen_Daofu,1,1,mm,official-official
Tang_Yin|Tang_Bohu,Wen_Bi|Wen_Zhengming,1,3,mm,official-official
Tang_Yin|Tang_Bohu,Zhang_Ling|Zhang_Mengjin,1,1,mm,other
Toqto_a_(1314-1356_CE),Bayan_of_the_Merkid_(-1340_CE),1,1,mm,official-official
Wang_Anshi,Cai_Bian|Cai_Yuandu,1,1,mm,official-official
Wang_Anshi,Lu_Dian|Lu_Nongshi,1,1,mm,official-official
Wang_Anshi,Lu_Huiqing,1,3,mm,official-official
Wang_Anshi,Lu_Jiawen,1,3,mm,official-official
Wang_Anshi,Wang_Jie|Wang_Zhongfu,1,1,mm,official-official
Wang_Anshi,Wang_Pang|Wang_Yuanze,1,1,mm,official-official
Wang_Anshi,Zeng_Gong|Zeng_Zigu,1,7,mm,official-official
Wang_Anshi,Zhang_Dun|Zhang_Zihou,1,1,mm,official-official
Wang_Meng|Wang_Jinglue,Duke_Yangping_of_Qin|Fu_Rong,1,2,mm,official-prince
Wang_Meng|Wang_Jinglue,Emperor_Chengwu_of_Yan|Murong_Chui,1,9,mm,official-monarch
Wang_Yi_(Three_Kingdoms),Ma_Dai_(183-_CE),1,1,fm,other
Wang_Yuanji,Yang_Huiyu,1,1,ff,other
Wei_Qing|Wei_Zhongqing,Cao_Xiang_(-115_BCE),1,3,mm,official-prince
Wei_Qing|Wei_Zhongqing,Emperor_Wu_of_Han|Liu_Che,1,108,mm,official-monarch
Wei_Qing|Wei_Zhongqing,Gongsun_Ao,1,2,mm,official-official
Wei_Qing|Wei_Zhongqing,Guo_Jie|Guo_Wengbo,1,1,mm,other
Wei_Qing|Wei_Zhongqing,Han_Yue_(-91_BCE),1,1,mm,official-official
Wei_Qing|Wei_Zhongqing,Huo_Qubing,1,66,mm,official-official
Wei_Qing|Wei_Zhongqing,Princess_Yangxin_of_Han,1,7,fm,other
Wei_Qing|Wei_Zhongqing,Ren_Shaoqing,1,1,mm,official-official
Wei_Qing|Wei_Zhongqing,Su_Jian_(Han_Dynasty),1,1,mm,official-official
Wei_Qing|Wei_Zhongqing,Tian_Ren_(-91_BCE),1,1,mm,official-official
Wei_Qing|Wei_Zhongqing,Zhang_Qian|Zhang_Ziwen,1,1,mm,official-official
Wei_Qing|Wei_Zhongqing,Zhufu_Yan,1,1,mm,official-official
Wei_Yan|Wei_Wenchang,Yang_Yi|Yang_Weigong,1,4,mm,official-official
Wu_Yuan|Wu_Zixu,Shen_Baoxu,1,1,mm,official-official
Wu_Zhi|Wu_Jichong,Zhu_Shuo|Zhu_Yancai,2,1,mm,official-official
Xi_Chao|Xi_Jingxing,Huan_Wen|Huan_Yuanzi,2,3,mm,official-official
Xi_Chao|Xi_Jingxing,Xie_An|Xie_Anshi,2,1,mm,official-official
Xi_Chao|Xi_Jingxing,Xie_Xuan|Xie_Youdu,2,1,mm,official-official
Xiahou_Dun|Xiahou_Yuanrang,Lu_Bu|Lu_Fengxian,1,1,mm,official-official
Xiahou_Dun|Xiahou_Yuanrang,Zhang_Liao|Zhang_Wenyuan,1,1,mm,official-official
Xiahou_Xuan|Xiahou_Taichu,He_Yan|He_Pingshu,1,1,mm,official-official
Xiahou_Xuan|Xiahou_Taichu,Xiahou_Hui|Xiahou_Yuanrong,1,1,fm,other
Xiang_Yu_(232-202_BCE),Ying_Bu_(-195_BCE),1,1,mm,official-monarch
Xiang_Yu_(232-202_BCE),Yu_Ji_(-202_BCE),1,3,fm,other
Xiao_He_(-193_BCE),Empress_Dowager_Lu_of_Han|Lu_Zhi,1,1,fm,other
Xiao_Ziyun,Wang_Yun|Wang_Yuankui,1,1,mm,official-official
Xie_An|Xie_Anshi,Huan_Yi|Huan_Ziye,1,1,mm,official-official
Xie_An|Xie_Anshi,Lady_Liu|Xie_An_s_Wife,1,3,fm,other
Xie_Xuan|Xie_Youdu,Liu_Laozhi,1,2,mm,official-official
Xie_Xuan|Xie_Youdu,Xie_Daoyun,1,10,fm,other
Xu_Jie|Xu_Zisheng,Emperor_Shizong_of_Ming|Zhu_Houcong,1,1,mm,official-monarch
Xu_Jie|Xu_Zisheng,Lu_Bing|Lu_Wenfu,1,1,mm,official-official
Xu_Jie|Xu_Zisheng,Xia_Yan|Xia_Gongjin,1,2,mm,official-official
Xu_Jie|Xu_Zisheng,Yan_Song|Yan_Weizhong,1,5,mm,official-official
Xu_Jie|Xu_Zisheng,Zhao_Zhenji,1,1,mm,official-official
Xu_Jie|Xu_Zisheng,Zhu_Xizhong,1,1,mm,official-official
Xu_Shu|Xu_Yuanzhi,Yang_Xiu|Yang_Dezu,2,1,mm,official-official
Xu_Wei|Xu_Wenchang,Hu_Zongxian,1,22,mm,official-official
Xu_Wei|Xu_Wenchang,Tang_Xianzu,2,1,mm,official-official
Xu_Wei|Xu_Wenchang,Tang_Yin|Tang_Bohu,1,2,mm,official-official
Xu_Zhenqing,Tang_Yin|Tang_Bohu,2,1,mm,official-official
Xun_You|Xun_Gongda,Xun_Chen|Xun_Youruo,2,1,mm,official-official
Xun_You|Xun_Gongda,Zhang_Liao|Zhang_Wenyuan,1,5,mm,official-official
Xun_You|Xun_Gongda,Zhong_Yao|Zhong_Yuanchang,1,17,mm,official-official
Xun_Yu|Xun_Wenruo,Cheng_Yu|Cheng_Zhongde,1,1,mm,official-official
Xun_Yu|Xun_Wenruo,Dong_Zhuo|Dong_Zhongying,1,1,mm,official-official
Xun_Yu|Xun_Wenruo,Emperor_Xian_of_Han|Liu_Xie,1,2,mm,official-monarch
Xun_Yu|Xun_Wenruo,Hua_Tuo|Hua_Yuanhua,1,1,mm,other
Xun_Yu|Xun_Wenruo,Xiahou_Dun|Xiahou_Yuanrang,1,1,mm,official-official
Xun_Yu|Xun_Wenruo,Zhang_Liao|Zhang_Wenyuan,1,6,mm,official-official
Yan_Liang_(Three_Kingdoms),Wen_Chou_(Three_Kingdoms),1,1,mm,official-official
Yan_Shifan,Hu_Zongxian,1,8,mm,official-official
Yan_Shifan,Luo_Longwen,1,2,mm,official-official
Yan_Shifan,Zheng_Michang,1,2,mm,official-official
Yan_Shu|Yan_Tongshu,Emperor_Zhenzong_of_Song|Zhao_Heng,1,4,mm,official-monarch
Yan_Shu|Yan_Tongshu,Lady_Yan|Yan_Qingsu,2,1,fm,other
Yan_Shu|Yan_Tongshu,Yan_Jidao,1,1,mm,official-official
Yan_Song|Yan_Weizhong,Xia_Yan|Xia_Gongjin,1,2,mm,official-official
Yan_Song|Yan_Weizhong,Yang_Shen|Yang_Yongxiu,1,3,mm,official-official
Yang_Shen|Yang_Yongxiu,Zhu_Rangxu,1,1,mm,official-prince
Yang_Tinghe|Yang_Jiefu,Emperor_Shizong_of_Ming|Zhu_Houcong,1,2,mm,official-monarch
Yang_Xiu|Yang_Zhishu,Sima_Yan|Sima_Anshi,1,2,mm,official-monarch
Yuan_Shao|Yuan_Benchu,Cao_Hong|Cao_Zilian,1,1,mm,official-official
Yuan_Shao|Yuan_Benchu,Emperor_Ling_of_Han|Liu_Hong,1,1,mm,official-monarch
Yuan_Shao|Yuan_Benchu,Gongsun_Zan|Gongsun_Bogui,1,4,mm,official-official
Yuan_Shao|Yuan_Benchu,He_Jin|He_Suigao,1,4,mm,official-official
Yuan_Shao|Yuan_Benchu,He_Miao|He_Shuda,1,1,mm,official-official
Yuan_Shao|Yuan_Benchu,Ju_Shou_(-200_CE),1,1,mm,official-official
Yuan_Shao|Yuan_Benchu,Lady_Liu|Yuan_Shao_s_Wife,1,3,fm,other
Yuan_Shao|Yuan_Benchu,Liu_Biao|Liu_Jingsheng,1,2,mm,official-official
Yuan_Shao|Yuan_Benchu,Pang_Ji|Pang_Yuantu,1,1,mm,official-official
Yuan_Shao|Yuan_Benchu,Shen_Pei|Shen_Zhengnan,1,1,mm,official-official
Yuan_Shao|Yuan_Benchu,Xu_You|Xu_Ziyuan,1,1,mm,official-official
Yuan_Shao|Yuan_Benchu,Xun_Chen|Xun_Youruo,1,2,mm,official-official
Yuan_Shao|Yuan_Benchu,Yuan_Shu|Yuan_Gonglu,1,6,mm,official-monarch
Yuan_Shao|Yuan_Benchu,Yuan_Tan|Yuan_Xiansi,1,1,mm,official-official
Yuan_Shao|Yuan_Benchu,Yuan_Wei|Yuan_Ciyang,1,1,mm,official-official
Yuan_Shu|Yuan_Gonglu,Gongsun_Zan|Gongsun_Bogui,1,3,mm,official-monarch
Yuan_Shu|Yuan_Gonglu,Sun_Jian|Sun_Wentai,1,10,mm,official-monarch
Yuan_Zhen|Yuan_Weizhi,Liu_Yuxi,1,2,mm,official-official
Yuan_Zhen|Yuan_Weizhi,Liu_Zongyuan|Liu_Zihou,1,1,mm,official-official
Yue_Fei|Yue_Pengju,Li_Wa|Li_Xiao_e,1,1,fm,other
Yue_Fei|Yue_Pengju,Wanyan_Zongbi,1,1,mm,official-official
Yue_Fei|Yue_Pengju,Yue_Yun|Yue_Yingxiang,1,2,mm,official-official
Yue_Fei|Yue_Pengju,Zhang_Xian_(-1142_CE),1,1,mm,official-official
Yue_Jin|Yue_Wenqian,Li_Dian|Li_Mancheng,1,1,mm,official-official
Zhang_Dai|Zhang_Zongzi,Qi_Biaojia,1,24,mm,other
Zhang_Dun|Zhang_Zihou,Emperor_Zhezong_of_Song|Zhao_Xu,1,9,mm,official-monarch
Zhang_Dun|Zhang_Zihou,Lady_Zhang|Wife_of_Zhang_Dun,1,2,fm,other
Zhang_Dun|Zhang_Zihou,Lu_Huiqing,1,8,mm,official-official
Zhang_Dun|Zhang_Zihou,Ouyang_Xiu,1,1,mm,official-official
Zhang_Dun|Zhang_Zihou,Zeng_Bu|Zeng_Zixuan,1,6,mm,official-official
Zhang_Dun|Zhang_Zihou,Zhang_Shangying,1,3,mm,official-official
Zhang_Fei|Zhang_Yide,Zhao_Yun|Zhao_Zilong,2,1,mm,official-official
Zhang_Juzheng,Cao_Xueqin,1,1,mm,other
Zhang_Juzheng,Emperor_Shizong_of_Ming|Zhu_Houcong,1,1,mm,official-monarch
Zhang_Juzheng,Gao_Gong|Gao_Suqing,1,13,mm,official-official
Zhang_Juzheng,Qi_Jiguang,1,6,mm,official-official
Zhang_Juzheng,Wang_Shizhen|Wang_Yuanmei,1,1,mm,official-official
Zhang_Juzheng,Xu_Jie|Xu_Zisheng,1,1,mm,official-official
Zhang_Juzheng,Yan_Shifan,1,2,mm,official-official
Zhang_Juzheng,Zhang_Jingxiu,1,1,mm,official-official
Zhang_Juzheng,Zhang_Siwei,1,3,mm,official-official
Zhang_Juzheng,Zhu_Lian|Zhu_Wenqing,1,1,mm,official-official
Zhang_Liao|Zhang_Wenyuan,Lu_Lingqi,1,1,fm,other
Zhang_Liao|Zhang_Wenyuan,Yu_Jin|Yu_Wenze,1,3,mm,official-official
Zhang_Yi_(329-309_BCE),King_Huiwen_of_Qin|Ying_Si,1,7,mm,official-monarch
Zhang_Yu|Zhang_Shimei,Zhang_Fu|Zhang_Wenbi,1,1,mm,official-official
Zhao_Yun|Zhao_Zilong,Gongsun_Zan|Gongsun_Bogui,1,3,mm,official-official
Zhao_Yun|Zhao_Zilong,Jiang_Wei|Jiang_Boyue,1,6,mm,official-official
Zhao_Yun|Zhao_Zilong,Ma_Chao|Ma_Mengqi,1,19,mm,official-official
Zhao_Yun|Zhao_Zilong,Sun_Shangxiang_(Three_Kingdoms),1,1,fm,other
Zhao_Yun|Zhao_Zilong,Wei_Yan|Wei_Wenchang,1,1,mm,official-official
Zhao_Yun|Zhao_Zilong,Xun_Yu|Xun_Wenruo,1,1,mm,official-official
Zhao_Yun|Zhao_Zilong,Zhuge_Liang|Zhuge_Kongming,1,47,mm,official-official
Zhen_Ji_(183-221_CE),Guo_Nuwang,1,1,fm,other
Zhen_Ji_(183-221_CE),Yuan_Xi|Yuan_Xianyi,1,1,fm,other
Zhen_Ji_(183-221_CE),Zhang_Chunhua,1,4,ff,other
Zheng_He|Ma_Sanbao,Li_Jinglong_(-1423_CE),1,1,mm,official-official
Zheng_He|Ma_Sanbao,Prince_Han_of_Ming|Zhu_Gaoxu,1,4,mm,official-prince
Zheng_He|Ma_Sanbao,Prince_Ning_of_Ming|Zhu_Quan,1,1,mm,official-prince
Zhong_Hui|Zhong_Shiji,Cao_Mao|Cao_Yanshi,1,1,mm,official-monarch
Zhong_Hui|Zhong_Shiji,Ji_Kang|Ji_Shuye,1,5,mm,official-official
Zhong_Hui|Zhong_Shiji,Sima_Shi|Sima_Ziyuan,1,5,mm,official-official
Zhong_Hui|Zhong_Shiji,Sima_Zhao|Sima_Zishang,1,33,mm,official-official
Zhong_Hui|Zhong_Shiji,Wei_Guan|Wei_Boyu,1,3,mm,official-official
Zhong_Hui|Zhong_Shiji,Xiahou_Xuan|Xiahou_Taichu,1,4,mm,official-official
Zhong_Hui|Zhong_Shiji,Xiang_Xiong|Xiang_Maobo,1,1,mm,official-official
Zhong_Hui|Zhong_Shiji,Yang_Hu|Yang_Shuzi,1,3,mm,official-official
Zhong_Hui|Zhong_Shiji,Yang_Xiu|Yang_Zhishu,1,1,mm,official-official
Zhou_Yu|Zhou_Gongjin,Gan_Ning|Gan_Xingba,1,12,mm,official-official
Zhou_Yu|Zhou_Gongjin,Guo_Jia|Guo_Fengxiao,1,1,mm,official-official
Zhou_Yu|Zhou_Gongjin,Liu_Bei|Liu_Xuande,1,1,mm,official-monarch
Zhou_Yu|Zhou_Gongjin,Lu_Meng|Lu_Ziming,1,16,mm,official-official
Zhou_Yu|Zhou_Gongjin,Lu_Xun|Lu_Boyan,1,7,mm,official-official
Zhou_Yu|Zhou_Gongjin,Pang_Tong|Pang_Shiyuan,1,5,mm,official-official
Zhou_Yu|Zhou_Gongjin,Su_Shi|Su_Dongpo,1,2,mm,official-official
Zhou_Yu|Zhou_Gongjin,Sun_Quan|Sun_Zhongmou,1,63,mm,official-monarch
Zhou_Yu|Zhou_Gongjin,Taishi_Ci|Taishi_Ziyi,1,2,mm,official-official
Zhou_Yu|Zhou_Gongjin,Xie_Xuan|Xie_Youdu,1,1,mm,official-official
Zhou_Yu|Zhou_Gongjin,Yan_Baihu,1,4,mm,other
Zhou_Yu|Zhou_Gongjin,Younger_Lady_Qiao_(Three_Kingdoms),1,17,fm,other
Zhou_Yu|Zhou_Gongjin,Yuan_Shao|Yuan_Benchu,1,1,mm,official-official
Zhou_Yu|Zhou_Gongjin,Yuan_Shu|Yuan_Gonglu,1,1,mm,official-monarch
Zhou_Yu|Zhou_Gongjin,Zhao_Yun|Zhao_Zilong,1,5,mm,official-official
Zhu_Shuzhen,Li_Qingzhao,1,17,ff,other
Zhuge_Jin|Zhuge_Ziyu,Zhang_Cheng|Zhang_Zhongsi,1,1,mm,official-official
Zhuge_Liang|Zhuge_Kongming,Emperor_Taizong_of_Tang|Li_Shimin,1,1,mm,official-monarch
Zhuge_Liang|Zhuge_Kongming,Fa_Zheng|Fa_Xiaozhi,1,3,mm,official-official
Zhuge_Liang|Zhuge_Kongming,Guan_Xing|Guan_Anguo,2,1,mm,official-official
Zhuge_Liang|Zhuge_Kongming,Guan_Yu|Guan_Yunchang,1,1,mm,official-official
Zhuge_Liang|Zhuge_Kongming,Huang_Yueying,1,6,fm,other
Zhuge_Liang|Zhuge_Kongming,Jiang_Wan|Jiang_Gongyan,1,1,mm,official-official
Zhuge_Liang|Zhuge_Kongming,Liu_Feng_(192-220_CE),1,2,mm,official-official
Zhuge_Liang|Zhuge_Kongming,Liu_Qi_(-209_CE),1,1,mm,official-official
Zhuge_Liang|Zhuge_Kongming,Liu_Shan|Liu_Gongsi,1,15,mm,official-monarch
Zhuge_Liang|Zhuge_Kongming,Lu_Kang|Lu_Youjie,1,1,mm,official-official
Zhuge_Liang|Zhuge_Kongming,Ma_Su|Ma_Youchang,1,7,mm,official-official
Zhuge_Liang|Zhuge_Kongming,Wei_Yan|Wei_Wenchang,1,11,mm,official-official
Zhuge_Liang|Zhuge_Kongming,Zhang_Jue_(-184_CE),1,1,mm,other
Zhuge_Liang|Zhuge_Kongming,Zhong_Hui|Zhong_Shiji,1,1,mm,official-official
Zhuge_Liang|Zhuge_Kongming,Zhuge_Jin|Zhuge_Ziyu,1,1,mm,official-official
